2타,3타,B4,HR,OPS,WAR,WOBA,WPA,WRC+,age,batter_name,g,position,team,year,year_born,고4,도루,도실,득점,루타,병살,사구,삼진,안타,장타,출루,타석,타수,타율,타점,희비,희타
0,0,0,0,0.400,-0.02,0.190,,3.0,21,유선정,5,C,현대,2007,1986-08-21,0,0,0,0,1,0,0,2,1,0.200,0.200,5,5,0.200,0,0,0
0,0,0,0,0.154,-0.20,0.068,,-77.1,22,유선정,15,C,히어로즈,2008,1986-08-21,0,0,0,0,1,0,0,2,1,0.077,0.077,14,13,0.077,2,0,1
1,0,8,1,0.549,-0.02,0.266,,43.4,23,유선정,33,C,히어로즈,2009,1986-08-21,0,0,0,5,14,1,2,9,10,0.250,0.299,68,56,0.179,8,1,1
6,0,17,0,0.630,0.49,0.296,,69.4,24,유선정,53,C,넥센,2010,1986-08-21,0,2,1,16,40,4,1,30,34,0.296,0.333,160,135,0.252,14,3,4
0,1,10,0,0.394,-0.13,0.217,,19.2,25,유선정,37,C,넥센,2011,1986-08-21,0,0,0,1,5,0,0,11,3,0.128,0.265,50,39,0.077,1,0,1
0,0,2,0,0.536,-0.17,0.262,-0.13,42.6,29,유선정,17,C,넥센,2015,1986-08-21,0,0,0,1,6,1,0,5,6,0.240,0.296,27,25,0.240,2,0,0
2,1,1,0,0.575,0.10,0.267,,54.8,21,유재신,54,2B,히어로즈,2008,1987-11-21,0,7,2,19,28,2,1,19,24,0.301,0.274,97,93,0.258,7,0,2
0,0,0,0,0.000,-0.09,0.000,,-135.0,22,유재신,9,2B,히어로즈,2009,1987-11-21,0,0,0,2,0,0,0,1,0,0.000,0.000,4,4,0.000,0,0,0
2,2,6,0,0.589,0.14,0.268,,60.5,25,유재신,58,3B,넥센,2012,1987-11-21,0,5,2,14,26,0,0,20,20,0.306,0.283,96,85,0.235,7,1,4
0,0,2,0,0.504,-0.22,0.264,,47.1,26,유재신,75,3B,넥센,2013,1987-11-21,0,7,8,22,4,1,1,9,4,0.200,0.304,23,20,0.200,2,0,0
0,0,0,0,0.000,-0.03,0.000,0.35,-134.8,27,유재신,23,,넥센,2014,1987-11-21,0,6,2,8,0,0,0,0,0,0.000,0.000,2,2,0.000,0,0,0
2,0,3,0,0.667,0.36,0.294,0.17,62.9,28,유재신,62,CF,넥센,2015,1987-11-21,0,10,1,21,9,2,0,10,7,0.333,0.333,32,27,0.259,3,0,2
0,0,10,0,0.619,-0.01,0.305,-0.41,62.5,29,유재신,93,CF,넥센,2016,1987-11-21,0,16,7,20,16,0,0,12,16,0.258,0.361,74,62,0.258,6,0,2
0,0,1,0,0.485,-0.11,0.222,-0.29,14.9,30,유재신,25,CF,"넥센,KIA",2017,1987-11-21,0,3,1,4,4,0,0,6,4,0.222,0.263,20,18,0.222,1,0,1
0,0,0,0,0.400,-0.15,0.185,-0.30,-9.3,30,유재신,16,CF,넥센,,1987-11-21,0,2,1,0,3,0,0,5,3,0.200,0.200,15,15,0.200,1,0,0
0,0,1,0,0.833,0.04,0.331,0.01,89.0,30,유재신,9,CF,KIA,,1987-11-21,0,1,0,4,1,0,0,1,1,0.333,0.500,5,3,0.333,0,0,1
3,1,7,1,1.192,0.57,0.512,0.38,208.2,31,유재신,46,LF,KIA,2018,1987-11-21,0,4,0,19,22,0,0,10,14,0.667,0.525,40,33,0.424,8,0,0
16,4,32,16,0.762,6.14,0.350,,127.4,23,이종범,126,SS,해태,1993,1970-08-15,2,73,19,85,205,11,6,35,133,0.432,0.331,525,475,0.280,53,4,8
27,5,51,19,1.033,11.77,0.462,,198.3,24,이종범,124,SS,해태,1994,1970-08-15,14,84,15,113,290,2,6,31,196,0.581,0.452,561,499,0.393,77,4,1
10,2,28,16,0.983,5.03,0.432,,181.9,25,이종범,63,SS,해태,1995,1970-08-15,4,32,3,51,140,5,2,20,78,0.586,0.397,272,239,0.326,35,3,0
28,1,67,25,0.991,9.52,0.440,,184.6,26,이종범,113,SS,해태,1996,1970-08-15,15,57,12,94,254,4,7,39,149,0.566,0.425,525,449,0.332,76,2,0
28,3,87,30,1.009,9.70,0.431,,173.2,27,이종범,125,SS,해태,1997,1970-08-15,30,64,15,112,281,9,3,49,157,0.581,0.428,577,484,0.324,74,3,0
14,1,20,11,1.002,2.54,0.433,,154.8,31,이종범,45,3B,해태/KIA,2001,1970-08-15,0,7,5,45,113,5,1,16,64,0.601,0.401,214,188,0.340,37,3,2
25,2,43,18,0.829,5.24,0.363,,124.1,32,이종범,123,CF,KIA,2002,1970-08-15,5,35,5,93,225,7,13,63,142,0.464,0.365,546,485,0.293,59,1,4
43,1,59,20,0.904,7.11,0.399,,142.8,33,이종범,132,CF,KIA,2003,1970-08-15,5,50,10,110,270,8,7,58,165,0.515,0.389,595,524,0.315,61,4,1
29,0,53,17,0.772,4.27,0.349,,106.2,34,이종범,133,CF,KIA,2004,1970-08-15,1,42,7,100,208,9,17,50,128,0.422,0.350,577,493,0.260,52,2,12
25,2,47,6,0.814,4.79,0.374,,127.8,35,이종범,118,CF,KIA,2005,1970-08-15,2,28,5,69,181,8,11,49,134,0.421,0.393,495,430,0.312,36,0,7
18,1,24,1,0.611,0.79,0.282,,73.0,36,이종범,93,CF,KIA,2006,1970-08-15,2,10,7,41,105,3,5,43,82,0.310,0.302,379,339,0.242,21,0,11
6,0,13,1,0.426,-2.04,0.199,,8.0,37,이종범,84,RF,KIA,2007,1970-08-15,0,3,2,23,53,6,2,25,44,0.209,0.217,282,253,0.174,18,4,10
19,4,32,1,0.727,1.45,0.335,,99.9,38,이종범,110,RF,KIA,2008,1970-08-15,0,9,3,38,120,11,1,26,90,0.379,0.348,362,317,0.284,38,3,9
21,1,41,6,0.725,0.86,0.324,,82.0,39,이종범,123,RF,KIA,2009,1970-08-15,1,11,1,63,146,9,5,50,105,0.379,0.346,449,385,0.273,40,6,12
16,1,15,4,0.652,-0.10,0.295,,68.3,40,이종범,97,RF,KIA,2010,1970-08-15,0,2,2,36,95,5,3,33,65,0.358,0.293,289,265,0.245,29,0,6
15,1,22,3,0.724,0.69,0.323,,91.7,41,이종범,97,RF,KIA,2011,1970-08-15,1,3,2,27,91,6,1,35,65,0.387,0.337,273,235,0.277,24,3,12
0,0,3,0,0.358,-0.08,0.211,,10.2,21,유재혁,22,RF,KIA,2013,1992-03-29,0,1,0,3,1,0,0,5,1,0.091,0.267,15,11,0.091,1,1,0
1,0,2,1,0.596,0.02,0.273,,59.2,24,유한준,18,,현대,2005,1981-07-01,0,1,0,3,9,0,0,7,5,0.346,0.250,28,26,0.192,5,0,0
16,0,25,3,0.677,0.70,0.307,,91.2,25,유한준,110,RF,현대,2006,1981-07-01,0,5,3,24,85,5,8,48,60,0.346,0.331,295,246,0.244,31,2,14
6,0,22,5,0.642,0.53,0.294,,75.3,26,유한준,112,CF,현대,2007,1981-07-01,2,2,0,21,65,10,4,23,44,0.330,0.313,231,197,0.223,35,1,7
27,0,49,9,0.759,1.92,0.346,,102.6,29,유한준,131,RF,넥센,2010,1981-07-01,0,2,2,52,194,17,1,81,140,0.403,0.355,543,481,0.291,79,4,8
23,2,52,3,0.734,2.22,0.345,,106.8,30,유한준,121,RF,넥센,2011,1981-07-01,3,4,3,64,165,11,4,63,129,0.369,0.365,511,447,0.289,54,4,4
11,1,19,3,0.628,0.22,0.291,,77.1,31,유한준,74,RF,넥센,2012,1981-07-01,1,3,1,22,81,11,2,36,59,0.329,0.299,274,246,0.240,25,1,6
13,0,37,7,0.744,1.29,0.348,,103.8,32,유한준,97,RF,넥센,2013,1981-07-01,2,4,3,37,115,7,4,48,81,0.386,0.358,344,298,0.272,40,2,3
31,0,46,20,0.925,3.02,0.396,2.47,119.9,33,유한준,122,RF,넥센,2014,1981-07-01,0,2,1,71,219,9,3,53,128,0.541,0.384,469,405,0.316,91,7,8
42,1,67,23,1.009,5.87,0.440,4.14,157.6,34,유한준,139,RF,넥센,2015,1981-07-01,2,3,3,103,301,13,2,71,188,0.579,0.431,598,520,0.362,116,8,1
22,0,47,14,0.897,3.29,0.405,3.42,128.6,35,유한준,110,RF,kt,2016,1981-07-01,1,4,1,70,201,10,2,40,137,0.493,0.404,460,408,0.336,64,3,0
19,0,45,13,0.806,1.81,0.359,1.32,105.6,36,유한준,133,RF,kt,2017,1981-07-01,2,0,2,52,194,10,2,59,136,0.436,0.370,497,445,0.306,68,3,2
21,1,47,20,0.939,3.48,0.404,2.84,134.5,37,유한준,121,RF,KT,2018,1981-07-01,3,1,1,59,228,9,2,53,145,0.533,0.406,480,428,0.339,83,1,2
0,0,0,0,0.222,-0.16,0.104,-0.05,-62.4,26,윤병호,9,RF,NC,2015,1989-07-05,0,0,0,0,1,0,0,4,1,0.111,0.111,9,9,0.111,0,0,0
0,0,0,1,0.556,-0.08,0.211,-0.11,5.1,27,윤병호,11,LF,NC,2016,1989-07-05,0,0,0,3,4,0,0,3,1,0.444,0.111,9,9,0.111,3,0,0
3,0,2,0,0.483,-0.28,0.218,-0.32,14.1,28,윤병호,49,CF,NC,2017,1989-07-05,0,2,0,11,14,2,0,10,11,0.255,0.228,58,55,0.200,2,0,1
1,0,2,0,0.462,-0.22,0.217,-0.21,14.5,29,윤병호,14,CF,NC,2018,1989-07-05,0,1,0,3,7,0,1,10,6,0.212,0.250,37,33,0.182,0,0,1
0,0,0,0,0.000,0.01,0.000,,,19,윤석민,3,,두산,2004,1985-09-04,0,0,0,1,0,0,0,1,0,0.000,0.000,1,1,0.000,0,0,0
0,0,0,0,0.000,0.01,0.000,,,20,윤석민,1,,두산,2005,1985-09-04,0,0,0,0,0,0,0,1,0,0.000,0.000,1,1,0.000,0,0,0
4,0,3,0,0.496,-0.13,0.236,,39.2,21,윤석민,27,,두산,2006,1985-09-04,0,0,0,3,12,5,0,6,8,0.267,0.229,48,45,0.178,3,0,0
2,0,1,0,0.255,-0.36,0.117,,-52.3,22,윤석민,30,3B,두산,2007,1985-09-04,0,0,0,1,4,0,0,7,2,0.148,0.107,29,27,0.074,0,0,1
8,0,17,4,0.767,1.19,0.358,,115.6,26,윤석민,80,3B,두산,2011,1985-09-04,0,0,2,18,68,6,2,30,48,0.407,0.360,188,167,0.287,19,0,2
9,2,18,10,0.768,2.29,0.350,,118.0,27,윤석민,109,3B,두산,2012,1985-09-04,0,2,1,25,127,12,2,54,84,0.439,0.328,320,289,0.291,48,8,3
5,0,4,2,0.798,0.59,0.369,,118.5,28,윤석민,21,3B,두산,2013,1985-09-04,0,2,0,12,31,1,1,14,20,0.456,0.343,73,68,0.294,8,0,0
12,0,18,10,0.730,-0.01,0.322,0.09,72.9,29,윤석민,99,3B,넥센,2014,1985-09-04,0,0,0,30,117,11,2,47,75,0.416,0.314,307,281,0.267,43,2,4
24,1,37,14,0.848,1.30,0.370,2.38,111.1,30,윤석민,108,3B,넥센,2015,1985-09-04,1,3,2,54,174,16,8,62,106,0.482,0.366,418,361,0.294,71,7,5
15,0,46,19,0.966,2.96,0.425,2.11,141.6,31,윤석민,92,DH,넥센,2016,1985-09-04,3,2,3,72,186,16,9,50,114,0.545,0.420,402,341,0.334,80,6,0
30,1,33,20,0.840,2.08,0.368,1.26,113.1,32,윤석민,142,DH,"넥센,kt",2017,1985-09-04,0,0,1,90,260,24,8,85,168,0.483,0.357,586,538,0.312,105,7,0
16,0,14,13,0.856,1.05,0.367,0.40,110.9,32,윤석민,64,DH,kt,,1985-09-04,0,0,1,43,128,5,2,45,73,0.520,0.336,265,246,0.297,58,3,0
14,1,19,7,0.826,1.42,0.369,0.86,114.1,32,윤석민,78,DH,넥센,,1985-09-04,0,0,0,47,132,19,6,40,95,0.452,0.374,321,292,0.325,47,4,0
22,0,40,19,0.785,0.74,0.340,0.31,92.2,33,윤석민,132,1B,KT,2018,1985-09-04,2,4,1,58,206,17,4,69,127,0.448,0.337,509,460,0.276,60,3,2
0,0,0,0,0.333,-0.06,0.159,,-21.9,26,윤요섭,7,,SK,2008,1982-03-30,0,0,0,0,1,0,0,1,1,0.167,0.167,6,6,0.167,1,0,0
2,0,3,1,0.978,0.44,0.411,,141.8,27,윤요섭,28,,SK,2009,1982-03-30,0,3,0,3,18,1,0,8,13,0.545,0.432,39,33,0.394,6,1,2
0,0,2,0,0.633,0.10,0.301,,72.4,28,윤요섭,46,,"SK,LG",2010,1982-03-30,0,1,0,4,15,0,2,16,15,0.294,0.339,57,51,0.294,9,1,1
0,0,1,0,0.415,-0.20,0.195,,1.0,28,윤요섭,21,,LG,,1982-03-30,0,0,0,2,5,0,0,9,5,0.192,0.222,28,26,0.192,3,0,1
0,0,1,0,0.848,0.30,0.403,,141.3,28,윤요섭,25,,SK,,1982-03-30,0,1,0,2,10,0,2,7,10,0.400,0.448,29,25,0.400,6,1,0
3,0,13,5,0.784,0.54,0.353,,112.4,29,윤요섭,67,,LG,2011,1982-03-30,1,0,0,8,35,4,0,22,17,0.455,0.330,91,77,0.221,18,1,0
7,0,16,2,0.749,1.74,0.355,,121.7,30,윤요섭,75,C,LG,2012,1982-03-30,1,3,2,17,64,9,6,35,51,0.374,0.374,196,171,0.298,19,2,1
8,1,23,1,0.580,0.21,0.275,,53.4,31,윤요섭,89,C,LG,2013,1982-03-30,0,2,3,20,51,6,6,32,38,0.274,0.306,228,186,0.204,30,4,9
4,0,2,0,0.529,-0.21,0.239,-1.09,23.1,32,윤요섭,27,C,LG,2014,1982-03-30,0,0,0,4,19,1,1,15,15,0.279,0.250,74,68,0.221,2,1,2
4,0,6,9,0.766,0.03,0.326,-0.60,85.2,33,윤요섭,74,DH,kt,2015,1982-03-30,0,0,1,17,70,5,1,39,39,0.473,0.293,159,148,0.264,28,2,2
6,0,20,6,0.784,0.46,0.355,0.17,96.0,34,윤요섭,66,C,kt,2016,1982-03-30,1,1,1,14,54,7,3,24,30,0.429,0.356,149,126,0.238,16,0,0
1,0,4,2,0.713,0.00,0.315,-0.11,76.6,35,윤요섭,22,DH,kt,2017,1982-03-30,0,0,0,6,16,1,0,7,9,0.410,0.302,43,39,0.231,6,0,0
1,0,1,0,0.243,-0.16,0.114,,-50.6,23,윤정우,29,CF,KIA,2011,1988-05-12,0,3,0,4,2,0,0,9,1,0.125,0.118,18,16,0.063,0,0,1
0,0,0,0,0.191,-0.28,0.091,,-63.9,24,윤정우,29,LF,LG,2012,1988-05-12,0,4,1,4,2,1,0,7,2,0.095,0.095,21,21,0.095,0,0,0
5,0,5,2,0.863,0.46,0.385,0.05,115.4,28,윤정우,46,RF,KIA,2016,1988-05-12,0,6,1,20,31,2,7,15,20,0.463,0.400,82,67,0.299,13,1,2
2,0,2,1,0.677,-0.02,0.302,-0.03,68.2,30,윤정우,22,LF,SK,2018,1988-05-12,0,2,1,6,15,4,1,7,10,0.375,0.302,43,40,0.250,2,0,0
1,0,1,0,0.929,0.06,0.368,,112.0,23,윤진호,3,SS,LG,2009,1986-06-23,0,0,0,1,3,2,0,1,2,0.500,0.429,8,6,0.333,2,0,1
0,0,0,0,0.000,-0.13,0.000,,-129.9,24,윤진호,17,SS,LG,2010,1986-06-23,0,0,0,1,0,1,0,2,0,0.000,0.000,6,6,0.000,0,0,0
4,0,6,0,0.417,-0.54,0.194,,3.2,25,윤진호,75,SS,LG,2011,1986-06-23,0,2,1,11,18,3,0,26,14,0.205,0.213,99,88,0.159,2,0,5
0,0,1,0,0.237,-0.16,0.129,,-37.3,26,윤진호,22,2B,LG,2012,1986-06-23,0,1,1,3,1,0,0,4,1,0.083,0.154,13,12,0.083,0,0,0
0,0,0,0,0.167,-0.14,0.072,0.08,-85.0,29,윤진호,30,3B,LG,2015,1986-06-23,0,1,0,3,1,0,0,3,1,0.083,0.083,13,12,0.083,1,0,1
0,0,0,0,0.381,-0.22,0.164,0.03,-28.3,30,윤진호,34,SS,LG,2016,1986-06-23,0,1,0,3,4,1,0,6,4,0.190,0.191,23,21,0.190,0,0,2
0,0,0,0,0.667,0.01,0.309,-0.13,73.2,31,윤진호,14,3B,LG,2017,1986-06-23,0,0,0,1,1,0,0,1,1,0.333,0.333,3,3,0.333,1,0,0
3,0,2,0,0.527,-0.31,0.230,-0.81,22.0,32,윤진호,102,2B,LG,2018,1986-06-23,0,0,1,13,14,2,2,14,11,0.264,0.263,61,53,0.208,4,0,4
0,0,0,0,,0.00,,,,21,이대수,3,,SK,2002,1981-08-21,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0
0,0,0,0,0.000,-0.05,0.000,,-141.9,22,이대수,10,,SK,2003,1981-08-21,0,0,0,2,0,0,0,0,0,0.000,0.000,2,1,0.000,1,1,0
2,0,5,0,0.403,-1.14,0.191,,-3.7,23,이대수,105,1B,SK,2004,1981-08-21,0,0,1,11,19,0,2,31,17,0.184,0.218,115,103,0.165,5,0,4
3,1,4,0,0.576,-0.00,0.261,,49.3,24,이대수,99,SS,SK,2005,1981-08-21,0,1,1,11,17,2,3,19,12,0.288,0.288,70,59,0.203,4,0,4
15,4,25,5,0.658,2.17,0.303,,87.5,25,이대수,122,SS,SK,2006,1981-08-21,0,5,1,46,136,6,5,68,98,0.351,0.307,428,387,0.253,26,0,11
14,1,29,3,0.656,1.30,0.300,,78.7,26,이대수,109,SS,"SK,두산",2007,1981-08-21,0,5,3,33,103,7,7,47,78,0.332,0.324,366,310,0.252,36,6,14
0,0,4,0,0.425,-0.08,0.217,,18.2,26,이대수,14,SS,SK,,1981-08-21,0,0,0,1,2,0,0,3,2,0.125,0.300,22,16,0.125,0,0,2
14,1,25,3,0.669,1.37,0.306,,82.5,26,이대수,95,SS,두산,,1981-08-21,0,5,3,32,101,7,7,44,76,0.344,0.325,344,294,0.259,36,6,12
9,3,16,2,0.725,1.43,0.340,,103.5,27,이대수,90,SS,두산,2008,1981-08-21,0,2,4,22,81,7,5,28,60,0.380,0.345,237,213,0.282,23,1,2
4,1,3,0,0.668,0.11,0.302,,67.1,28,이대수,38,SS,두산,2009,1981-08-21,0,1,1,5,22,5,1,11,16,0.361,0.308,66,61,0.262,7,0,1
13,1,26,7,0.618,0.46,0.284,,62.0,29,이대수,125,SS,한화,2010,1981-08-21,0,2,4,33,123,4,6,57,87,0.328,0.290,416,375,0.232,37,3,6
16,3,31,8,0.786,3.10,0.354,,112.6,30,이대수,122,SS,한화,2011,1981-08-21,0,8,8,46,156,5,5,64,110,0.426,0.360,420,366,0.301,50,4,14
23,4,27,4,0.722,2.81,0.327,,101.9,31,이대수,118,SS,한화,2012,1981-08-21,0,5,1,36,148,9,3,57,105,0.394,0.329,425,376,0.279,48,5,14
23,2,38,4,0.686,1.99,0.318,,83.9,32,이대수,122,SS,한화,2013,1981-08-21,0,11,4,54,139,10,6,88,100,0.356,0.330,448,390,0.256,42,3,11
0,0,2,0,0.410,-0.19,0.215,-0.57,5.4,33,이대수,15,3B,"한화,SK",2014,1981-08-21,0,0,0,1,4,2,1,5,4,0.160,0.250,28,25,0.160,2,0,0
0,0,2,0,0.567,0.05,0.299,-0.17,57.2,33,이대수,9,3B,한화,,1981-08-21,0,0,0,1,3,0,1,3,3,0.214,0.353,17,14,0.214,2,0,0
0,0,0,0,0.182,-0.14,0.085,-0.41,-78.0,33,이대수,6,3B,SK,,1981-08-21,0,0,0,0,1,2,0,2,1,0.091,0.091,11,11,0.091,0,0,0
3,0,6,2,0.714,0.11,0.301,-0.46,71.5,34,이대수,36,3B,SK,2015,1981-08-21,0,0,1,9,28,6,1,23,19,0.389,0.325,86,72,0.264,12,1,6
0,0,2,0,0.133,-0.26,0.100,-0.27,-69.6,35,이대수,14,,SK,2016,1981-08-21,0,0,0,0,0,0,0,3,0,0.000,0.133,15,12,0.000,2,1,0
5,1,10,0,0.693,0.18,0.306,0.15,74.2,36,이대수,58,SS,SK,2017,1981-08-21,0,3,0,18,36,1,2,20,29,0.343,0.350,124,105,0.276,4,0,7
1,0,0,0,0.600,-0.04,0.207,-0.01,12.3,37,이대수,4,2B,SK,2018,1981-08-21,0,0,0,1,2,0,0,2,1,0.400,0.200,6,5,0.200,0,0,1
0,0,1,0,1.056,0.13,0.502,,201.5,19,이대호,6,1B,롯데,2001,1982-06-21,0,0,0,0,4,0,0,2,4,0.500,0.556,9,8,0.500,1,0,0
19,0,19,8,0.792,1.06,0.352,,116.3,20,이대호,74,DH,롯데,2002,1982-06-21,1,1,0,27,114,6,7,66,71,0.447,0.345,281,255,0.278,32,0,0
6,0,13,4,0.689,0.05,0.317,,85.1,21,이대호,54,1B,롯데,2003,1982-06-21,0,0,2,8,55,3,6,37,37,0.362,0.328,173,152,0.243,13,0,2
26,0,38,20,0.772,1.57,0.347,,104.8,22,이대호,132,1B,롯데,2004,1982-06-21,0,4,3,52,196,21,20,78,110,0.441,0.331,514,444,0.248,68,6,6
16,2,47,21,0.805,3.98,0.364,,122.1,23,이대호,126,3B,롯데,2005,1982-06-21,4,1,0,53,202,12,15,76,119,0.452,0.354,512,447,0.266,80,3,0
26,0,39,26,0.980,6.52,0.445,,192.4,24,이대호,122,1B,롯데,2006,1982-06-21,5,0,1,71,253,11,16,55,149,0.571,0.409,499,443,0.336,88,1,0
21,1,81,29,1.053,7.00,0.461,,194.2,25,이대호,121,1B,롯데,2007,1982-06-21,25,1,0,79,249,9,13,55,139,0.600,0.453,514,415,0.335,87,5,0
23,0,62,18,0.879,5.51,0.402,,147.1,26,이대호,122,3B,롯데,2008,1982-06-21,4,0,1,73,208,9,18,56,131,0.478,0.400,527,435,0.301,94,12,0
28,1,51,28,0.908,4.84,0.396,,131.3,27,이대호,133,3B,롯데,2009,1982-06-21,3,0,0,73,254,13,16,65,140,0.531,0.377,549,478,0.293,100,4,0
13,0,61,44,1.111,8.82,0.482,,192.4,28,이대호,127,3B,롯데,2010,1982-06-21,6,0,2,99,319,15,10,77,174,0.667,0.444,552,478,0.364,133,3,0
26,1,63,27,1.011,6.89,0.455,,180.0,29,이대호,133,1B,롯데,2011,1982-06-21,8,2,0,76,285,22,8,60,176,0.578,0.433,570,493,0.357,113,6,0
13,0,50,34,0.925,3.67,0.400,4.25,132.4,35,이대호,142,1B,롯데,2017,1982-06-21,8,1,1,73,288,22,15,84,173,0.533,0.391,608,540,0.320,111,3,0
30,0,43,37,0.987,3.84,0.415,4.34,142.3,36,이대호,144,DH,롯데,2018,1982-06-21,7,0,1,81,322,18,14,75,181,0.593,0.394,604,543,0.333,125,4,0
0,0,0,0,0.000,-0.04,0.000,-0.06,-133.8,20,이동훈,17,RF,한화,2016,1996-07-24,0,0,0,3,0,0,0,1,0,0.000,0.000,2,2,0.000,0,0,0
0,0,5,0,0.477,-0.88,0.216,-1.03,12.1,21,이동훈,67,CF,한화,2017,1996-07-24,0,4,2,23,29,2,1,15,29,0.221,0.256,145,131,0.221,2,0,8
1,0,3,1,0.626,-0.17,0.286,-0.33,57.6,22,이동훈,28,LF,한화,2018,1996-07-24,0,0,1,6,15,1,1,8,11,0.326,0.300,50,46,0.239,2,0,0
0,0,1,0,0.558,-0.06,0.276,,59.4,21,이명기,6,RF,SK,2008,1987-12-26,0,0,1,2,3,0,0,2,3,0.250,0.308,13,12,0.250,2,0,0
0,0,0,0,0.400,-0.09,0.187,,-11.7,22,이명기,4,RF,SK,2009,1987-12-26,0,0,1,0,1,0,0,2,1,0.200,0.200,5,5,0.200,0,0,0
0,0,0,0,0.650,0.02,0.341,,99.5,23,이명기,4,LF,SK,2010,1987-12-26,0,0,0,1,1,0,1,0,1,0.250,0.400,5,4,0.250,0,0,0
3,2,9,1,0.831,0.74,0.375,,122.5,26,이명기,26,LF,SK,2013,1987-12-26,0,6,4,21,44,1,0,22,34,0.440,0.391,114,100,0.340,11,1,4
13,2,21,4,0.884,1.90,0.396,1.28,127.9,27,이명기,83,LF,SK,2014,1987-12-26,0,8,6,54,134,7,1,47,105,0.470,0.414,314,285,0.368,28,0,7
30,2,35,3,0.765,2.41,0.347,0.62,102.3,28,이명기,137,LF,SK,2015,1987-12-26,0,22,10,88,207,7,11,86,164,0.397,0.368,582,521,0.315,35,4,11
7,4,23,1,0.667,-0.42,0.306,-1.68,66.5,29,이명기,99,LF,SK,2016,1987-12-26,0,14,8,29,96,3,4,37,78,0.334,0.332,326,287,0.272,22,2,10
24,4,28,9,0.831,2.33,0.361,0.76,108.7,30,이명기,115,RF,KIA,2017,1987-12-26,0,8,7,79,213,2,3,57,154,0.459,0.372,512,464,0.332,63,3,14
28,6,40,4,0.781,1.35,0.340,0.16,95.0,31,이명기,120,RF,KIA,2018,1987-12-26,3,12,5,88,187,5,3,64,135,0.418,0.363,502,447,0.302,42,1,11
0,0,0,0,0.222,-0.15,0.106,,-61.1,28,이명환,5,1B,NC,2013,1985-04-26,0,0,0,0,1,1,0,2,1,0.111,0.111,9,9,0.111,0,0,0
0,0,0,0,0.143,-0.25,0.068,,-79.9,24,이민재,7,RF,LG,2012,1988-02-05,0,0,0,0,1,0,0,4,1,0.071,0.071,14,14,0.071,0,0,0
1,0,1,0,0.603,-0.07,0.274,-0.06,49.4,27,이민재,28,CF,LG,2015,1988-02-05,0,0,1,6,9,0,1,8,8,0.300,0.303,34,30,0.267,4,1,1
7,0,10,1,0.565,-0.06,0.263,,48.9,19,이범호,69,3B,한화,2000,1981-11-25,0,1,0,11,22,2,1,21,12,0.297,0.267,86,74,0.162,3,1,0
7,1,11,3,0.589,-0.37,0.260,,42.4,20,이범호,71,3B,한화,2001,1981-11-25,0,2,4,22,45,3,2,25,27,0.326,0.263,159,138,0.196,16,1,7
20,2,24,11,0.773,2.02,0.334,,103.6,21,이범호,111,3B,한화,2002,1981-11-25,1,5,1,41,134,5,3,57,77,0.453,0.320,329,296,0.260,35,2,4
19,1,47,11,0.749,1.71,0.334,,97.4,22,이범호,107,3B,한화,2003,1981-11-25,1,2,6,46,131,6,5,63,77,0.406,0.343,384,323,0.238,38,1,8
35,3,48,23,0.908,5.61,0.401,,140.7,23,이범호,133,3B,한화,2004,1981-11-25,1,6,3,80,258,8,3,80,148,0.536,0.371,541,481,0.308,74,4,5
27,1,53,26,0.871,4.95,0.387,,135.8,24,이범호,126,3B,한화,2005,1981-11-25,0,6,2,69,228,8,9,94,121,0.514,0.357,513,444,0.273,68,6,1
25,1,65,20,0.826,4.75,0.379,,141.1,25,이범호,126,3B,한화,2006,1981-11-25,2,0,2,53,195,11,7,87,108,0.463,0.363,497,421,0.257,73,3,1
14,0,72,21,0.791,3.90,0.363,,122.5,26,이범호,126,3B,한화,2007,1981-11-25,1,2,0,57,180,14,5,73,103,0.431,0.361,505,418,0.246,63,4,6
21,3,61,19,0.844,5.15,0.389,,136.1,27,이범호,125,3B,한화,2008,1981-11-25,0,12,1,80,204,18,9,50,120,0.470,0.374,508,434,0.277,77,4,0
21,0,53,25,0.873,3.83,0.382,,121.0,28,이범호,126,3B,한화,2009,1981-11-25,5,3,1,64,220,10,7,70,124,0.505,0.369,499,436,0.284,79,3,0
21,0,75,17,0.968,5.54,0.440,,171.1,30,이범호,101,3B,KIA,2011,1981-11-25,3,2,0,63,168,8,7,56,96,0.528,0.440,405,318,0.302,77,5,0
7,0,27,2,0.789,1.55,0.373,,134.9,31,이범호,42,3B,KIA,2012,1981-11-25,2,1,0,13,54,3,1,23,41,0.386,0.404,171,140,0.293,19,3,0
17,0,62,24,0.801,3.35,0.364,,115.0,32,이범호,122,3B,KIA,2013,1981-11-25,3,0,2,56,197,18,9,79,108,0.452,0.350,516,436,0.248,73,5,4
23,0,41,19,0.857,2.41,0.375,1.82,111.8,33,이범호,105,3B,KIA,2014,1981-11-25,1,2,2,47,174,9,11,89,94,0.497,0.360,406,350,0.269,82,4,0
25,0,57,28,0.891,3.34,0.389,2.74,125.2,34,이범호,138,3B,KIA,2015,1981-11-25,1,3,4,60,227,16,16,91,118,0.519,0.372,514,437,0.270,79,4,0
